subtitle,author,url,text,section,title,date
None,None,https://www.oantagonista.com/brasil/moro-brinca-sobre-conta-no-twitter-se-der-errado-culpa-e-de-bolsonaro/,"Durante a live que fez com Jair Bolsonaro no Facebook agora há pouco, Sergio Moro falou sobre a criação de seu perfil pessoal no Twitter –que, neste momento (às 19h58), já está com 276 mil seguidores.O ministro da Justiça disse que a abertura da conta na rede social foi incentivada pelo presidente. E brincou: “Se der errado, a culpa é dele [Bolsonaro]”.",Brasil,"Moro brinca sobre conta no Twitter: se der errado, culpa é de Bolsonaro",04/04/2019 19:59:03
None,None,https://www.oantagonista.com/brasil/mesmas-de-antes/,"Confira a  da denúncia do MPF contra 13 ex-executivos de gestoras, bancos e corretoras, além de ex-dirigentes dos fundos Petros e Postalis – indicados pelo PT e pelo MDB.Trendbank e Planner são velhas conhecidas de escândalos políticos anteriores, como Banestado e Mensalão. A Greenfield também fisgou o Santander, citado na delação de Antonio Palocci.",Brasil,As mesmas de antes,04/04/2019 20:02:48
None,None,https://www.oantagonista.com/mundo/ex-estrategista-de-trump-volta-atacar-mourao/,"Steve Bannon, ex-estrategista de Donald Trump, disse à Folha que é inaceitável um vice-presidente como Hamilton Mourão manter postura antagônica à de Jair Bolsonaro.“O vice-presidente está tentando mostrar que está preparado se Bolsonaro falhar. E isso não é aceitável. Não é aceitável por ser alguém do governo”, declarou Bannon, que participou da visita de Bolsonaro a Washington no mês passado.“Se quiser fazer isso, Mourão deveria renunciar amanhã de manhã e ir para a oposição”, acrescentou o estrategista.",Mundo,Ex-estrategista de Trump volta a atacar Mourão,04/04/2019 18:40:02
None,None,https://www.oantagonista.com/mundo/ditadura-da-venezuela-prende-47-por-pedirem-luz-e-agua/,"Entre 29 de março e 1º de abril, 47 pessoas foram presas pela ditadura de Nicolás Maduro por protestar contra a falta de luz e de água.O dado é da ONG venezuelana Provea.Leia em :",Mundo,Ditadura da Venezuela prende 47 por pedirem luz e água,04/04/2019 19:00:55
None,None,https://www.oantagonista.com/brasil/forca-tarefa-da-greenfield-denuncia-13-por-fraudes-com-recursos-de-petros-e-postalis/,"A força-tarefa da Greenfield acaba de denunciar 13 pessoas por fraudes milionárias praticadas no Fundo de Investimento em Direitos Creditórios Trendbank, que captou recursos dos fundos de pensão Petros e Postalis.As investigações revelaram a participação de outras pessoas ligadas às corretoras Finaxis, Planner e ao banco Santander, além do grupo empresarial Rock – do delator Adir Assad.A denúncia aponta crimes contra o sistema financeiro, gestão temerária, fraudulenta, desvio de recursos e a emissão de duplicatas simuladas.Os procuradores da Greenfield pedem, além das condenações dos envolvidos, o pagamento de mais de R$560 milhões como título de reparação econômica e moral às vítimas participantes dos fundos de pensão. O valor é equivalente ao triplo dos aportes realizados nas operações criminosas.Além dos executivos das gestoras, foram denunciados os ex-dirigentes dos fundos – figuras carimbadas indicadas pelo PT e MDB – e Assad, também investigado na Lava Jato.Confira a lista: Adilson Florêncio da Costa, Alexej Predtechensky, Ricardo Oliveira Azevedo, Wagner Pinheiro de Oliveira, Luiz Carlos Fernandes Afonso, Newton Carneiro da Cunha, Maurício França Rubem, Marcelo Andreetto Perillo, Adolpho Julio da Silva Mello Neto, Adir Assad, Edilberto Pereira, Carlos Arnaldo Borges de Souza e Marco Aurélio da Nóbrega.",Brasil,Força-tarefa da Greenfield denuncia 13 por fraudes com recursos de Petros e Postalis,04/04/2019 18:11:33
None,None,https://www.oantagonista.com/brasil/fhc-governo-bolsonaro-e-pior-que-eu-imaginava/,"Em entevista à BBC Brasil, Fernando Henrique Cardoso afirmou que a gestão de Jair Bolsonaro é pior do que ele esperava e, quase cem dias depois da posse, ainda não se viu “nada” do novo governo.“Por que ele foi eleito? Ele falou temas que sensibilizaram: violência e corrupção, basicamente. Temas que pegaram a onda. Mas ele não disse ‘eu vou fazer um Brasil de tal a qual modo’. Tanto que agora ele não sabe o que vai fazer. Vai mudar o quê?”, perguntou o tucano.O ex-presidente fez um autoelogio e disse que, na época da implantação do real, ele “não tinha medo de bicho papão. Fui falar do Plano Real até no programa do Silvio Santos”.“Na reforma da Previdência, o presidente tem que se meter. Ou algum ministro que seja quase presidente”, acrescentou FHC.",Brasil,FHC: governo Bolsonaro é pior do que eu imaginava,04/04/2019 18:21:03
None,None,https://www.oantagonista.com/brasil/bolsonaro-faz-live-com-sergio-moro/,"Jair Bolsonaro levou Sergio Moro para sua live das quintas-feiras no Facebook, que começou há alguns minutos.O presidente e o ministro da Justiça são acompanhados pelo general Augusto Heleno, “veterano” das lives.Bolsonaro começou dizendo que, nas suas reuniões de hoje com políticos sobre a reforma da Previdência, não tratou de cargos, “como disse a mídia ontem”, mas de projetos para o país e da importância da reforma.Também negou ter gravado os encontros com presidentes de partidos.",Brasil,Bolsonaro faz live com Sergio Moro,04/04/2019 19:08:03
None,None,https://www.oantagonista.com/mundo/confira-integra-telegrama-itamaraty-onu-em-defesa-movimento-de-1964/," obteve a íntegra do telegrama encaminhado pelo Itamaraty ao argentino Fabian Salvioli, relator independente para a promoção da Verdade, Justiça e Reparação da ONU.No texto, o governo repudia as alegações sem fundamento de Salvioli:",Mundo,Confira a íntegra do telegrama do Itamaraty à ONU em defesa do “movimento de 1964”,04/04/2019 19:11:55
None,None,https://www.oantagonista.com/brasil/acm-neto-diz-que-dem-pode-fechar-questao-por-reforma/,"ACM Neto saiu de sua reunião com Jair Bolsonaro hoje dizendo que o DEM, partido que preside, pode fechar questão em torno da reforma da Previdência.O prefeito de Salvador não descartou que sua sigla integre formalmente a base do governo no futuro.Leia reportagem em :",Brasil,ACM Neto diz que DEM pode fechar questão por reforma,04/04/2019 17:44:07
None,None,https://www.oantagonista.com/brasil/medico-cubano-pede-socorro-senador/,"Um médico cubano enviou o que chamou de “pedido de socorro” ao senador Plínio Valério, do PSDB do Amazonas.Ricardo Carvajal Daudinot trabalhou no Mais Médicos no interior da Bahia e diz aguardar a recontratação prometida por Jair Bolsonaro desde o fim do programa, em novembro do ano passado. Hoje, o cubano vive na periferia de Brasília.O Ministério da Educação já anunciou que ainda não tem previsão para a realização de um novo Revalida — a validação do diploma foi uma condição imposta pelo presidente para a contratação de estrangeiros.Em vídeo, o cubano diz:“Está muito difícil viver de bicos, porque no Brasil é muito difícil arrumar emprego. Estamos pedindo que o governo nos dê uma oportunidade para podermos mostrar que podemos trabalhar pelo povo. Fizemos a inscrição no edital do governo Bolsonaro, mas disseram que todas as vagas tinham sido preenchidas por médicos brasileiros. A gente não tem besteira de trabalhar em lugar nenhum.”",Brasil,Médico cubano pede ‘socorro’ a senador,04/04/2019 17:54:14
None,None,https://www.oantagonista.com/mundo/maduro-despacha-bunker/,"O ditador Nicolás Maduro não despacha do Palácio Miraflores, sede do Poder Executivo da Venezuela, há pelo menos duas semanas, relata Duda Teixeira em .Segundo o jornal espanhol ABC, Maduro está trabalhando em um bunker cujo endereço é desconhecido.Leia a reportagem:",Mundo,Maduro despacha do bunker,04/04/2019 18:00:10
None,None,https://www.oantagonista.com/brasil/governo-vai-inaugurar-na-paraiba-centro-de-testes-de-tecnologias-de-dessalinizacao/,"Jair Bolsonaro anunciou nas redes que em breve será inaugurado o Centro de Testes de Tecnologias de Dessalinização, em Campina Grande (PB), projeto do ministro Marcos Pontes.O CTTD vai absorver o Laboratório de Referência em Dessalinização (Labdes), da Universidade Federal de Campina Grande (UFCG), lançado em 2003 pela então ministra Marina Silva.Coordenador do projeto, o engenheiro Kepler França disse a  que o novo centro vai aferir equipamentos de dessalinização nacionais e estrangeiros.“A ideia é exatamente testar equipamentos e tecnologias que visem a potabilidade de águas subterrâneas, normalmente impróprias para o consumo humano.”Segundo ele, o atual governo “despertou para um problema antigo que afeta o semi-árido”.“Esses testes vão gerar atestados para que as empresas possam participar de licitações, tanto em nível estadual como no federal. Também vamos testar equipamentos fabricados no exterior. EUA, Japão, Alemanha e Israel têm tecnologias semelhantes para purificação de águas salobras ou do oceano. Tudo isso dará margem para o intercâmbio de informações e melhoramento tecnológico.”",Brasil,Governo vai inaugurar na Paraíba centro de testes de tecnologias de dessalinização,04/04/2019 18:00:43
None,None,https://www.oantagonista.com/brasil/pelo-jeito-bolsonaro-ouviu-mais-uma-vez-os-militares/,"Romero Jucá saiu do Palácio do Planalto dizendo também que Jair Bolsonaro não falou em velha e nova política, mas em “boa política”.Se é isso mesmo, o presidente ouviu mais uma vez o conselho dos militares.",Brasil,"Pelo jeito, Bolsonaro ouviu (mais uma vez) os militares",04/04/2019 17:42:47
None,None,https://www.oantagonista.com/economia/apos-reunioes-de-bolsonaro-com-politicos-bolsa-sobe-193-e-dolar-recua/,"A Bolsa de São Paulo fechou hoje em 96.313 pontos –alta de 1,93%–, enquanto o dólar perdeu força e recuou para R$ 3,8571.Para operadores ouvidos pelo Estadão, os encontros de Jair Bolsonaro com presidentes de partidos para tentar aprovar a reforma da Previdência reverteram o mal-estar de ontem com o embate entre Paulo Guedes e deputados da oposição.",Economia,"Após reuniões de Bolsonaro com políticos, Bolsa sobe 1,93% e dólar recua",04/04/2019 18:09:13
None,None,https://www.oantagonista.com/brasil/laudo-da-pf-confirma-gambiarra-no-museu-nacional/,"A Polícia Federal apresentou hoje laudo pericial que confirma uma gambiarra elétrica como origem do incêndio que destruiu o Museu Nacional no ano passado.Segundo o perito criminal Marco Antônio Zatta, três aparelhos de ar-condicionado estavam ligados a um mesmo disjuntor.“Em vez de ligar direto num quadro principal, foi feita uma ligação em paralelo. Deveria ter um disjuntor para cada ar. Era um mesmo para os três”, disse. Também não havia aterramento elétrico.E quem será responsabilizado?",Brasil,Laudo da PF confirma gambiarra no Museu Nacional,04/04/2019 17:08:33
None,None,https://www.oantagonista.com/brasil/procuradoria-acusa-eike-e-cabral-de-improbidade/,"A Procuradoria Geral do Rio de Janeiro (PGE-RJ), que representa o estado na Justiça, denunciou hoje Sérgio Cabral e Eike Batista por improbidade administrativa, informa a GloboNews.A denúncia é baseada na Operação Eficiência, na qual o empresário é investigado por pagar de R$ 64 milhões ao ex-governador para obter contratos junto à administração estadual.Também foram acusados Carlos Miranda, que operava o esquema, e Flavio Godinho, ex-executivo da EBX. A PGE quer o ressarcimento de R$ 327 milhões para os cofres do estado.",Brasil,Procuradoria acusa Eike e Cabral de improbidade,04/04/2019 17:12:12
None,None,https://www.oantagonista.com/brasil/tchutchuco-e-tchutchuca/,"Gleisi Hoffmann encontrou Zeca Dirceu no cafezinho da Câmara. “Bom dia, tchutchuco!”, disse ela.Pelo visto, tigrão não é.",Brasil,Tchutchuco e tchutchuca,04/04/2019 17:14:37
None,None,https://www.oantagonista.com/brasil/bonde-tigrao-e-contra-chamar-guedes-de-tchutchuca/,"O grupo Bonde do Tigrão, que popularizou o termo “tchutchuca”, divulgou em seu Facebook uma nota lamentando que ele tenha sido usado contra Paulo Guedes.Na nota, o vocalista do grupo, Leandrinho, diz ter ficado “surpreso com o ocorrido” e lamentar o fato de “o deputado em questão [Zeca Dirceu] ter desrespeitado o ministro Paulo Guedes, que além de ser uma autoridade é um senhor de idade e merece respeito”.",Brasil,Bonde do Tigrão é contra chamar Guedes de ‘tchutchuca’,04/04/2019 17:28:40
None,None,https://www.oantagonista.com/brasil/juca-diz-que-nao-interessa-ao-mdb-ser-base-de-bolsonaro/,"Romero Jucá, presidente do MDB, deixou o encontro com Jair Bolsonaro, no Palácio do Planalto, dizendo que a conversa foi positiva.O ex-senador afirmou que o partido propôs uma agenda de temas a favor do Brasil e “não nos interessa ser base, mas, sim, aprovar matérias importantes para o País”.“O MDB não quer cargos, não quer fazer parte do governo”, acrescentou.Segundo o Jucá, a sigla é favorável à reforma da Previdência, mas ele ponderou que questões específicas, como BPC e capitalização, serão discutidas.",Brasil,Jucá diz que não interessa ao MDB ser base de Bolsonaro,04/04/2019 17:41:22
None,None,https://www.oantagonista.com/brasil/moro-posta-foto-para-provar-que-seu-twitter-e-seu/,"Sergio Moro, que está com 193 mil seguidores no Twitter no momento em que este post é redigido, acaba de postar uma foto para provar que a conta é dele mesmo.O ministro da Justiça aparece segurando um calendário da Caixa aberto no mês de abril.Pelo visto, o selinho azul de arroba verificada não bastava para convencer todos os seguidores.",Brasil,Moro posta foto para provar que seu Twitter é seu,04/04/2019 16:58:23
None,None,https://www.oantagonista.com/brasil/atuacao-dem-incomoda-dirigentes-partidarios/,"Dirigentes de outros partidos começam a se incomodar com a atuação do DEM, que ocupa três ministérios no governo de Jair Bolsonaro, relata Caio Junqueira em .O objetivo do partido de Rodrigo Maia é atrair prefeitos para, na eleição de 2020, superar o MDB em número de prefeituras pelo país.Leia a reportagem:",Brasil,Atuação do DEM incomoda dirigentes partidários,04/04/2019 16:45:20
None,None,https://www.oantagonista.com/brasil/lula-quer-hc-julgado-no-stf-o-mais-breve-possivel/,"A defesa de Lula pediu a Edson Fachin que leve a julgamento na Segunda Turma, “o mais breve possível”, um habeas corpus que pede a anulação da condenação no caso do triplex.O caso foi pautado para análise entre os dias 12 e 23 de abril no plenário virtual, no qual os ministros votam à distância pelo computador.Como há possibilidade de STJ manter a condenação na semana que vem, os advogados querem que o STF se antecipe e decida sobre o habeas corpus numa sessão presencial da Segunda Turma, que se reúne às terças.",Brasil,Lula quer que STF julgue HC ‘o mais breve possível’,04/04/2019 16:50:35
None,None,https://www.oantagonista.com/brasil/depois-de-13-anos-camara-demite-assessor-acusado-na-operacao-sanguessuga/,"Quase 13 anos depois de a PF deflagrar a Operação Sanguessuga, Rodrigo Maia ordenou a demissão de um dos assessores parlamentares envolvidos no caso.Em 2006, Francisco Machado Filho, o assessor, admitiu que fornecia sua senha para operacionalizar o esquema de fraude em licitações para compra de ambulâncias.Leia a reportagem de Igor Gadelha em :",Brasil,"Depois de 13 anos, Câmara demite assessor acusado na Operação Sanguessuga",04/04/2019 16:55:05
None,Diego Amorim,https://www.oantagonista.com/brasil/o-mec-e-maior-que-o-debate-ideologico/,"Marcos Rogério, senador pelo DEM de Rondônia, que fez campanha para Jair Bolsonaro em seu estado, sugere que o presidente tenha “atenção” com a situação no Ministério da Educação.O parlamentar disse a  que é preciso cuidar da gestão da pasta.“Não podemos repetir os erros do passado. Não podemos ver no nosso governo aquilo que já condenamos. O MEC é maior do que o debate ideológico. O ‘mais Brasil e menos Brasília’ também tem que valer para o MEC.”Ex-deputado, Rogério presidiu a comissão na Câmara que analisou o projeto Escola Sem Partido.",Brasil,“O MEC é maior do que o debate ideológico”,04/04/2019 16:55:37
None,Renan Ramalho,https://www.oantagonista.com/brasil/justificativa-da-oab/,"O novo presidente da OAB, Felipe Santa Cruz, quer usar o tempo que ganhou com o adiamento da decisão do STF sobre a prisão em segunda instância para “revalidar” a posição da entidade.A ideia é submeter a questão novamente ao Conselho Federal, que reúne representantes das seccionais da Ordem em cada estado, e que acabaram de assumir seus mandatos junto com Santa Cruz.A ação contrária à prisão em segunda instância foi apresentada por seu antecessor, Claudio Lamachia, em 2016. Provavelmente, a OAB não vai mudar de posição, mas sim renovar os argumentos para respaldar a posição da nova cúpula.O movimento também é tático, porque a entidade sabe que uma decisão favorável do STF a seu pedido seria duramente criticada na sociedade, pois soltaria Lula e outros condenados.",Brasil,A justificativa da OAB,04/04/2019 16:27:26
None,None,https://www.oantagonista.com/brasil/ministro-tse-sera-julgado-na-1a-instancia/,"Celso de Mello mandou à primeira instância de Brasília denúncia contra o ministro do TSE Admar Gonzaga, por suposta agressão à ex-mulher.Foi aplicada o entendimento de que, como o caso não tem relação com o cargo, não há direito ao foro privilegiado no STF.",Brasil,Ministro do TSE será julgado na 1ª instância,04/04/2019 16:36:20
None,None,https://www.oantagonista.com/brasil/marco-aurelio-ironiza-adiamento/,"Relator das ações que buscam derrubar a prisão em segunda instância, Marco Aurélio Mello ironizou a decisão de Dias Toffoli de adiar, para data indefinida, o dia do julgamento.“É um caso realmente novo, que não estava colocado, né? Talvez por isso deva-se esperar”, disse, segundo registro do Jota.Contrário à execução antecipada da pena, o ministro pressiona pelo julgamento desde 2017.",Brasil,Marco Aurélio ironiza adiamento,04/04/2019 16:07:41
None,None,https://www.oantagonista.com/brasil/frota-busca-apoio-para-derrubar-lider-governo-na-camara/,"Alexandre Frota procurou lideranças e enviou mensagens a parlamentares do Centrão nos últimos dias pedindo apoio para derrubar o líder do governo na Câmara, Major Vitor Hugo, relata a Folha.Segundo o deputado, “a Câmara não aceitou” Vitor Hugo –considerado nome de confiança de Jair Bolsonaro– como líder do governo.“Ele é um líder faixa-branca. Tem de ser faixa-preta”, disse Frota ao jornal paulistano. “Não pode andar aqui dentro com todos os líderes virando as costas para ele.”",Brasil,Frota busca apoio para derrubar líder do governo na Câmara,04/04/2019 16:08:33
None,None,https://www.oantagonista.com/economia/aliados-de-temer-no-sebrae-devem-ser-destituidos/,"Eleita em novembro por indicação de Michel Temer, a atual direção do Sebrae deve ser destituída em abril, informa Igor Gadelha em .Marília Garcez, que hoje trabalha em uma das secretarias de Paulo Guedes, é a mais cotada para presidente no lugar de João Henrique Souza.Leia a reportagem:",Economia,Aliados de Temer no Sebrae devem ser destituídos,04/04/2019 16:16:32
None,None,https://www.oantagonista.com/brasil/temer-e-filha-viram-reus-por-lavagem/,Michel Temer e a filha Maristela viraram réus por lavagem de dinheiro. Eles são acusados de usar parte da propina de Angra 3 na reforma de um imóvel.Também serão processados o coronel João Batista Lima Filho e a mulher Maria Rita Fratezi.,Brasil,TEMER E FILHA VIRAM RÉUS POR LAVAGEM,04/04/2019 16:18:59
None,None,https://www.oantagonista.com/brasil/tj-pr-solta-beto-richa/,"A 2ª Câmara Criminal do TJ do Paraná acaba de conceder habeas corpus ao tucano Beto Richa, informa o G1 Paraná.Por dois votos a um, os desembargadores acataram o pedido de liberdade feito pela defesa do ex-governador.",Brasil,TJ-PR solta Beto Richa,04/04/2019 16:24:44
None,None,https://www.oantagonista.com/brasil/tudo-ocorreu-em-alto-nivel-diz-bolsonaro-sobre-dialogo-com-partidos/,"Jair Bolsonaro foi ao Twitter dizer que “nada se falou sobre cargos” nas conversas com presidentes e líderes de partidos. “Tudo ocorreu em alto nível.”“Executivo e Legislativo unidos, por uma causa que representa o futuro de nossos filhos e netos: a Nova Previdência.”Pela manhã me reuni com vários presidentes e líderes de partidos. Tudo ocorreu em alto nível. Ao contrário do que propalado por alguns, nada se falou sobre cargos. Executivo e Legislativo unidos, por uma causa que representa o futuro de nossos filhos e netos: a Nova Previdência.— Jair M. Bolsonaro (@jairbolsonaro) ",Brasil,"“Tudo ocorreu em alto nível”, diz Bolsonaro sobre diálogo com partidos",04/04/2019 16:07:14
None,None,https://www.oantagonista.com/brasil/video-quebra-pau-na-camara-municipal-de-macapa/,"O jornalista amapaense Ney Pantaleão publicou em seu Twitter um pequeno vídeo da eleição para presidente da Câmara Municipal de Macapá.A sessão foi interrompida pelo que os comentaristas de futebol costumam chamar de “cenas lamentáveis” –troca de socos entre os vereadores.E vocês achando que baixaria foi a altercação entre Zeca Dirceu e Paulo Guedes na CCJ da Câmara ontem.(Clique na imagem abaixo para assistir.)Eleição para a presidência da Câmara Municipal de Macapá é interrompida por troca de socos entre vereadores. A briga, literal, pelo poder. — Ney Pantaleão (@NeyPantaleaoTV) ",Brasil,Vídeo: quebra-pau na Câmara Municipal de Macapá,04/04/2019 15:28:01
None,None,https://www.oantagonista.com/brasil/a-linguagem-comunista-de-velez/,"Ricardo Vélez quer que o regime militar instalado em 1964 seja chamado nos livros didáticos de “regime democrático de força”.Isso é linguagem de comunista, para esconder a realidade, assim como o “centralismo democrático” dos antigos PCs. ",Brasil,A linguagem comunista de Vélez,04/04/2019 15:33:31
None,None,https://www.oantagonista.com/brasil/ventriculo-esquerdo-ou-direito-carlos/,"Carlos Bolsonaro acaba de ir ao Twitter dizer que o “sistema corrupto” insiste em desgastar seu pai e transformá-lo em mais um “boneco de ventrículo”. supõe que o filho de Jair Bolsonaro tenha querido dizer “boneco de ventríloquo” antes de apagar o tuíte.Mas, por via das dúvidas, pergunta: era o ventrículo esquerdo ou o direito, Carluxo?",Brasil,"Ventrículo esquerdo ou direito, Carlos?",04/04/2019 15:38:27
None,Diego Amorim,https://www.oantagonista.com/brasil/paulo-guedes-nao-foi-feito-para-politica-diz-deputado-psl/,"O Antagonista conversou com o deputado Coronel Tadeu, do PSL, um dos únicos aliados de Jair Bolsonaro a conseguir perguntar para Paulo Guedes na sessão da CCJ ontem.“O saldo poderia ser muito melhor. Paulo Guedes não foi feito para a política. Ele é técnico, profissional e rápido: tudo o que a política não aceita.”O parlamentar, em seu primeiro mandato, disse que nada justifica a forma desrespeitosa como o ministro foi tratado, mas recomendou que Guedes “aprenda a apanhar”.“Ele não tem sangue de barata. E o cargo de ministro exige tenacidade. Se for se deixar abater por toda porrada que tomar, na política ele não vai ficar. Tem que aprender a apanhar.”",Brasil,"“Paulo Guedes não foi feito para a política”, diz deputado do PSL",04/04/2019 16:01:32
None,None,https://www.oantagonista.com/sociedade/moro-apresenta-bolsonaro-plano-contra-crimes-violentos/,"Sergio Moro apresentou hoje a Jair Bolsonaro um projeto para reduzir crimes violentos, informa o UOL.A proposta prevê a ação integrada de forças da União, estados e municípios para reduzir as taxas de homicídio e deve ser implementada a partir do segundo semestre deste ano em cinco cidades de médio porte.“A base do plano”, escreve o repórter Leandro Prazeres, “é aumentar a repressão policial de um lado e, de outro, ampliar a presença de programas sociais do governo federal”.Por enquanto, ainda não foram anunciadas as cidades-piloto do projeto nem há definição de  metas para a redução das taxas de homicídio.",Sociedade,Moro apresenta a Bolsonaro plano contra crimes violentos,04/04/2019 16:02:50
